Book Title,Author,Genre,User Rating
Inverse system-worthy project,Michael Nolan DDS,Paediatric nurse,1.58
Persistent user-facing matrices,James Davis,Trade mark attorney,1.57
Seamless composite moderator,Steven Larsen,"Engineer, water",2.71
Operative disintermediate orchestration,Jennifer Hill,Chartered certified accountant,1.11
Cross-platform eco-centric time-frame,Stacey Rose,Oceanographer,2.37
Innovative 24/7 paradigm,Edward Bright,"Psychologist, sport and exercise",2.71
Re-contextualized mission-critical approach,Ryan Stevens,Ambulance person,1.2
Distributed didactic installation,Jennifer Decker,Forest/woodland manager,2.96
Multi-lateral asymmetric application,Robert Silva,Land,3.66
User-friendly heuristic framework,Steven Williams,Outdoor activities/education manager,4.38
Cross-platform even-keeled leverage,Courtney Mason,"Clinical scientist, histocompatibility and immunogenetics",4.4
Self-enabling optimal toolset,Ashley Beck,Armed forces training and education officer,2.38
Reactive eco-centric workforce,Daniel Reed,Holiday representative,2.43
Quality-focused homogeneous focus group,Julie Gutierrez,"Biochemist, clinical",2.19
Expanded clear-thinking portal,Marie Bennett,"Engineer, maintenance (IT)",2.94
Integrated web-enabled projection,Edward Potts,Mining engineer,1.88
Mandatory uniform extranet,Alexandria Bennett,Video editor,3.92
Polarized bifurcated capacity,Robert Brown,Technical brewer,2.43
Decentralized exuding installation,Amy Davis,Passenger transport manager,2.63
Extended methodical database,Scott Warren,Geoscientist,4.18
Fundamental fault-tolerant initiative,Gregory Oliver,Rural practice surveyor,1.54
Total systemic framework,Robert Fuller,"Engineer, civil (consulting)",3.24
Open-architected holistic open system,Diana Patton,Paediatric nurse,2.46
Proactive needs-based installation,Derek Hebert,"Psychologist, counselling",2.68
Sharable holistic alliance,Brenda Giles,Clinical psychologist,2.98
Organic dynamic standardization,April Hicks,Garment/textile technologist,4.11
Re-engineered secondary firmware,Kenneth Carney,Logistics and distribution manager,3.86
Customizable attitude-oriented data-warehouse,Alicia Foster,"Geneticist, molecular",4.29
Virtual real-time protocol,Valerie Larsen,"Engineer, manufacturing",4.02
Programmable systematic access,James Underwood,Exhibition designer,3.65
Exclusive methodical paradigm,Angela Moore,Illustrator,3.61
Integrated cohesive hub,Thomas Peterson Jr.,"Geologist, engineering",1.88
Organized discrete intranet,Christopher Carey,Event organiser,3.02
Programmable impactful moderator,Christopher Jarvis,"Education officer, environmental",4.42
Future-proofed solution-oriented task-force,Karen Pratt,Pension scheme manager,3.51
Profound tertiary matrix,Matthew Austin,"Administrator, local government",3.66
Inverse bi-directional paradigm,Darryl Hardy,Trade union research officer,2.24
Programmable maximized portal,Joseph Davis,"Engineer, petroleum",4.22
Balanced encompassing complexity,John Jenkins,Research scientist (physical sciences),4.76
Exclusive full-range software,Cynthia Maldonado,"Scientist, audiological",1.52
Visionary bifurcated definition,Benjamin Thomas,Community pharmacist,2.45
Optimized mission-critical groupware,Andre Pierce,"Designer, textile",1.76
Vision-oriented motivating flexibility,Emily Schwartz,Health service manager,3.4
Devolved zero administration interface,Heather Vaughn,English as a second language teacher,1.46
Customizable zero-defect concept,Chad Carson,"Clinical scientist, histocompatibility and immunogenetics",2.82
Progressive fault-tolerant superstructure,Trevor Turner,"Engineer, chemical",2.97
Versatile grid-enabled open system,Robert Lane,"Buyer, retail",1.69
Future-proofed local complexity,Natalie Wood,Technical brewer,1.95
Secured optimal portal,James Clark,"Lighting technician, broadcasting/film/video",2.82
Organized object-oriented firmware,Dr. Corey Freeman,Dance movement psychotherapist,2.64
Open-source clear-thinking time-frame,Angel Lucas,Biomedical scientist,2.16
Synergized empowering encoding,Holly Tran,Airline pilot,4.39
Cross-group impactful toolset,Mrs. Amber Sullivan,Ranger/warden,2.69
Future-proofed 3rdgeneration hierarchy,Terry Allen,"Restaurant manager, fast food",1.37
Polarized impactful knowledgebase,Steven Acosta,Investment analyst,4.31
Fundamental holistic complexity,Todd Harrison,"Runner, broadcasting/film/video",3.84
Programmable dedicated parallelism,Jose Larson,"Radiographer, diagnostic",3.59
Grass-roots upward-trending knowledgebase,Rebecca Best,IT trainer,3.02
Customizable methodical data-warehouse,Benjamin Collins,"Psychotherapist, dance movement",2.93
Centralized context-sensitive system engine,Luke Brown,Economist,4.06
Realigned empowering synergy,Brooke Lyons,"Runner, broadcasting/film/video",3.09
Open-source composite info-mediaries,Charles Hanna,Acupuncturist,1.46
Programmable systemic matrices,Shannon Gates,Glass blower/designer,1.49
Innovative user-facing Graphic Interface,Charles Stewart,"Scientist, physiological",4.75
Reduced web-enabled collaboration,Nancy Hill,Quarry manager,3.29
Object-based responsive pricing structure,Marc Keith,Electrical engineer,1.53
Switchable bandwidth-monitored archive,Kimberly Moreno,Exhibition designer,2.5
Visionary system-worthy interface,Kim Jones,Chiropractor,4.59
Seamless real-time emulation,Richard Manning,Music therapist,3.68
Monitored uniform orchestration,Mrs. Barbara Garcia,Risk manager,2.12
Digitized eco-centric pricing structure,Steven Davis,Counselling psychologist,1.88
Stand-alone background architecture,Jodi Hartman,Automotive engineer,3.79
Configurable client-driven encoding,Andre Clayton,Chief Technology Officer,2.1
Open-architected full-range open system,Christopher Hunter,"Research officer, trade union",2.79
Digitized bifurcated conglomeration,Jason Robertson,"Runner, broadcasting/film/video",4.94
Polarized 4thgeneration time-frame,Erica Sanders,Astronomer,2.45
Proactive even-keeled task-force,Matthew Murphy,Hydrologist,3.82
Synchronized solution-oriented throughput,Joseph Sanchez,"Civil engineer, consulting",3.65
Fully-configurable transitional instruction set,Evan Tanner,Radiation protection practitioner,3.43
Fundamental bi-directional architecture,Michele Morris,"Engineer, electrical",4.3
Persistent 4thgeneration time-frame,Janice Boyer,Clinical embryologist,4.61
Cloned responsive policy,Tanner Smith,Chief Strategy Officer,4.84
Inverse real-time conglomeration,Daniel Henry,Arts development officer,3.2
Front-line attitude-oriented initiative,Danielle Beltran,Chief Marketing Officer,3.73
Exclusive bottom-line website,Kristin Simmons,"Therapist, music",1.78
Centralized 6thgeneration implementation,Joanna Mckinney,"Horticulturist, amenity",1.16
Open-architected homogeneous Internet solution,Scott Tran,Rural practice surveyor,4.66
Triple-buffered stable array,Heather Thompson,Press photographer,3.36
Team-oriented scalable neural-net,Melvin Fuller,Prison officer,1.67
Organic impactful parallelism,Patrick Cook,Financial trader,4.62
Devolved tertiary moratorium,Alexa Moody,"Designer, multimedia",4.8
Persistent client-driven attitude,Gregory Thompson,Naval architect,1.52
Streamlined fresh-thinking productivity,Jason Paul,Clinical molecular geneticist,2.05
Down-sized high-level project,Douglas Barnes,"Producer, television/film/video",1.37
Upgradable radical knowledgebase,Isaac Wilson,Graphic designer,2.3
Versatile dedicated website,Jamie Reilly,Public affairs consultant,3.51
Public-key content-based complexity,Pamela Hamilton,"Chemist, analytical",3.94
Multi-tiered optimizing forecast,Megan Turner,Geophysicist/field seismologist,4.52
Multi-layered client-driven migration,Theresa Davis,Estate manager/land agent,2.27
Reactive web-enabled structure,Diana Wilson,"Librarian, academic",1.99
Multi-channeled next generation alliance,Sonia Brown,"Designer, multimedia",4.29
Multi-lateral solution-oriented initiative,Shannon Howard,Pharmacologist,2.36
Polarized upward-trending paradigm,Kimberly Reed,"Surveyor, minerals",4.55
Ergonomic zero-defect budgetary management,Sarah Medina MD,"Scientist, research (life sciences)",3.16
Ergonomic contextually-based challenge,Patricia Cole,"Geologist, engineering",1.5
Adaptive mobile leverage,Lori Barnett,Physiological scientist,4.37
Multi-layered reciprocal instruction set,Katherine Williams,Health physicist,1.01
Up-sized clear-thinking service-desk,Kaylee Smith,Land,1.25
Operative zero tolerance superstructure,Joseph Owens,Advice worker,3.01
Reverse-engineered reciprocal success,Charles Robinson,Film/video editor,4.53
User-centric directional frame,Sabrina Reed,"Conservator, furniture",4.81
Networked foreground interface,Bradley Wallace,Psychotherapist,2.93
Self-enabling exuding solution,Jennifer Martinez,Armed forces logistics/support/administrative officer,2.6
Grass-roots neutral artificial intelligence,Cassandra Jones,Naval architect,3.59
Persevering 5thgeneration pricing structure,Ellen Rhodes,Geophysicist/field seismologist,1.89
Self-enabling dynamic knowledge user,Hannah Carrillo,"Buyer, industrial",3.31
Managed asymmetric focus group,Catherine Farmer,Statistician,4.86
Pre-emptive national instruction set,Barbara Brown,Theatre director,2.16
Managed leadingedge interface,Mrs. Brooke Weaver,Social researcher,2.22
Universal bi-directional Local Area Network,Jane Key,Race relations officer,4.83
Exclusive cohesive ability,Christine Bell MD,Cabin crew,1.38
Enhanced intermediate info-mediaries,Mark Harris,Wellsite geologist,1.73
Assimilated 5thgeneration Graphical User Interface,Daniel Collins,"Programme researcher, broadcasting/film/video",1.85
Robust 6thgeneration focus group,Gary Smith,Forest/woodland manager,1.34
Robust fault-tolerant encryption,Richard Burns,Air broker,4.7
Optional multi-tasking encryption,David Erickson,English as a second language teacher,3.9
Managed empowering application,Kathryn Bailey,Theatre stage manager,2.07
Stand-alone logistical capability,Alicia Scott,"Conservation officer, nature",2.23
Innovative bottom-line ability,Gary Hart,Magazine features editor,1.07
Inverse 4thgeneration moderator,Tiffany Pineda,Insurance risk surveyor,3.96
Reduced client-server website,James Jenkins,"Surveyor, building",2.29
Ergonomic full-range implementation,Valerie Montoya,"Scientist, product/process development",1.3
Customizable bandwidth-monitored archive,Melanie Osborne,Research scientist (life sciences),1.7
Multi-tiered tertiary infrastructure,Fred Johnston,Wellsite geologist,4.81
Function-based hybrid benchmark,Christina Elliott,Aeronautical engineer,2.61
Focused fault-tolerant focus group,Chloe Mendez,Toxicologist,1.34
Extended multimedia algorithm,Richard Gonzalez,"Engineer, communications",2.66
Exclusive empowering open system,Matthew Lucas,"Copywriter, advertising",4.9
Switchable demand-driven emulation,Brandon Kane,Music therapist,2.71
Networked heuristic parallelism,David Lane,Contractor,4.78
Advanced empowering intranet,Heather Woods,"Designer, ceramics/pottery",2.3
Profit-focused disintermediate analyzer,Martha Garrett,"Therapist, music",2.66
Devolved methodical knowledge user,Dr. Tina Munoz,Actuary,4.13
Expanded disintermediate project,Ashley Reese,Soil scientist,1.17
Open-source heuristic budgetary management,Mathew Jones,"Scientist, physiological",1.81
Cross-platform high-level protocol,Anthony Larsen,"Engineer, aeronautical",1.14
Diverse heuristic hierarchy,Michelle Cantu,Production engineer,1.19
Profound reciprocal extranet,Scott Castro,"Engineer, chemical",1.9
User-centric bi-directional emulation,Debra Cruz,Environmental health practitioner,3.01
Devolved national circuit,Darlene Guerrero,Psychiatric nurse,2.19
Front-line executive knowledgebase,Curtis Williams DVM,Ergonomist,3.81
Organized incremental extranet,Lisa Lloyd,"Engineer, site",2.33
Secured tertiary system engine,Vincent Gutierrez,Exercise physiologist,1.48
Seamless tangible throughput,Carolyn Palmer MD,Chartered loss adjuster,1.46
Right-sized motivating groupware,Andrew Conley,Museum/gallery exhibitions officer,3.34
Organized exuding pricing structure,Tracy Russell,Community arts worker,3.24
Customer-focused user-facing interface,Diane Williams,Dealer,3.44
Configurable multimedia knowledgebase,Ashley Welch,Theatre manager,1.69
User-centric hybrid definition,Robert David,Archivist,4.46
Down-sized content-based adapter,Richard Carpenter,Contractor,5
Polarized national challenge,Troy Jackson,Advertising account planner,3.51
Monitored interactive policy,Joseph Lowe,Event organiser,3.95
Quality-focused solution-oriented core,Isaiah Jimenez PhD,Hospital doctor,4.04
Fully-configurable upward-trending encoding,Nicholas Williams,Dramatherapist,4.08
Reactive local strategy,John Green,Sport and exercise psychologist,2.89
Future-proofed heuristic model,Mr. Chad Jones,Electrical engineer,2.07
Automated regional open system,Johnathan Castro,"Pharmacist, community",1.01
Organized intermediate access,Ethan Evans,Trade mark attorney,2.64
Horizontal encompassing instruction set,Mary Strickland,Secretary/administrator,3.83
Grass-roots demand-driven hub,Luis Williams,"Designer, television/film set",4.14
